,"H1[L=50,portfolio=btc]|base","H1[L=50,portfolio=btc]|stress","H1[L=50,portfolio=btc]|delay","H1[L=50,portfolio=top5]|base","H1[L=50,portfolio=top5]|stress","H1[L=50,portfolio=top5]|delay","H1[L=100,portfolio=btc]|base","H1[L=100,portfolio=btc]|stress","H1[L=100,portfolio=btc]|delay","H1[L=100,portfolio=top5]|base","H1[L=100,portfolio=top5]|stress","H1[L=100,portfolio=top5]|delay",H1[walk-forward]|base,H1[walk-forward]|stress,H1[walk-forward]|delay,H2[L=20]|base,H2[L=20]|stress,H2[L=20]|delay,H2[L=50]|base,H2[L=50]|stress,H2[L=50]|delay,H2[walk-forward]|base,H2[walk-forward]|stress,H2[walk-forward]|delay,H3[cadence=weekly]|base,H3[cadence=weekly]|stress,H3[cadence=weekly]|delay,H3[cadence=biweekly]|base,H3[cadence=biweekly]|stress,H3[cadence=biweekly]|delay,H3[walk-forward]|base,H3[walk-forward]|stress,H3[walk-forward]|delay,BTC_buy_hold|base,EW_monthly|base,BTC_buy_hold|stress,EW_monthly|stress,BTC_buy_hold|delay,EW_monthly|delay
2024-01-01 00:00:00+00:00,2.634362656060747,2.5201676588390622,2.6471927004858946,2.543214395241888,2.8918221728685003,-0.6843892403277853,3.5928057313974486,3.5785509359538943,3.711260151663697,-1.5772083780091515,-1.752740308295741,-1.812668117075705,2.6343626560607674,2.520167658839069,2.6471927004858786,2.462767947426644,-1.870357305446807,0.1494422312688698,-0.8000483037497266,-0.8637141354509311,-0.865498370000179,-0.9875384962801513,-1.870357305446807,0.1494422312688698,-2.6331698738210663,-3.007912503652528,-2.0122062539516032,-2.450948728329589,-3.839926580506631,-1.1778421194810158,-2.4509487283295854,-3.839926580506616,-1.1778421194810131,3.7490332169685696,2.7551021303832384,3.74903321696856,2.6941551219895157,3.749033216968563,2.805273836148621
2024-04-01 00:00:00+00:00,-1.8820957778236365,-2.2069406314671025,-3.9702249508527756,-3.1426408422013163,-3.2245057614397803,-2.311286187016909,-1.5983094444929136,-1.841581598129664,-2.256612615433137,-2.957633893921305,-3.1998396837077037,-2.311286187016908,-2.9952332382182183,-3.2122294189172806,-2.271729436151409,-3.058712423208714,-3.5846012305159305,-3.6942802127622607,-3.2070598759471323,-3.4127138226063285,-2.4394571090681207,-3.207059875947139,-3.4127138226063227,-2.4394571090681247,-2.794395737380399,-3.0007961316631717,-2.488752535535316,-2.7943957373803996,-3.000796131663173,-2.488752535535319,-2.794395737380395,-3.0007961316631744,-2.488752535535318,-0.8403054506531281,-2.5727603990871817,-0.8403054506531329,-2.6280240631389584,-0.840305450653119,-2.5184785616916434
2024-07-01 00:00:00+00:00,-4.8949402058097276,-5.31082376313109,-4.2409563553094305,-3.69017148390217,-3.87126575119851,-4.300983644182749,-4.8949402058096885,-5.310823763131073,-4.2409563553094065,-3.690171483902153,-3.8712657511985102,-4.300983644182755,-3.6901714839021666,-3.8712657511985085,-4.300983644182757,-2.6417497257722258,-3.0706977102764434,-3.9091280602066485,-2.6417497257722307,-3.0706977102764497,-3.909128060206661,-2.641749725772232,-3.0706977102764466,-3.90912806020665,-1.1877591479733118,-1.598056851938088,-1.9451632629078766,-1.9275429888928015,-1.72440608459854,-3.5335350553645997,-1.9275429888928002,-1.7244060845985445,-3.533535055364594,0.3379902317500017,-0.1612729637915177,0.3379902317499942,-0.198828071882729,0.33799023174999526,-0.14275880878658653
2024-10-01 00:00:00+00:00,3.303521481555129,3.219228621994374,3.3266822201503063,4.370220280515766,4.190764097260275,4.034141653955964,3.345452275538824,3.3267695975146374,3.4357631245332145,4.370220280515761,4.190764097260271,4.034141653955963,4.370220280515765,4.1907640972602795,4.034141653955965,2.8661009005899825,2.4009211655935188,2.726924199779067,3.6237302634291586,3.4001682461453275,3.4963553090023334,3.623730263429165,3.400168246145321,3.496355309002329,-1.2743977829895425,-1.5551958483375106,-1.017271877099164,-1.3717026321807768,-1.6141087280991693,-1.23133233736683,-1.274397782989546,-1.555195848337505,-1.0172718770991607,3.3497745295767594,2.283922566613262,3.3497745295767567,2.2215078677622233,3.3497745295767634,2.348263538574362
2025-01-01 00:00:00+00:00,-2.0390126183463786,-2.6678800191556267,-2.1785905178520197,-2.653329797254419,-3.1332709129878524,-3.7640763068228176,0.3044817438391714,0.19698876579253333,0.2559908258133128,-1.0009987629408497,-1.1665193929551445,-0.7950485008202198,-2.653329797254413,-3.133270912987855,-3.764076306822818,-3.9012139805782393,-3.9089499852437233,-2.7806107584150457,-4.0078648357346545,-3.9849242965255085,-4.034066304911114,-3.901213980578233,-3.908949985243724,-4.183478195062248,-3.50312581669856,-3.7106348636543554,-2.4994789680238783,-0.7068722445522888,-0.9231850084506226,0.2505885673398304,-3.503125816698565,-3.710634863654353,-2.49947896802388,-0.7078115701986311,-2.6466311815835404,-0.7078115701986383,-2.6950400265688814,-0.7078115701986245,-2.651730559417194
2025-04-01 00:00:00+00:00,1.9483959418884502,1.6173505873375942,2.3239952539860806,1.5327273998281845,1.6800540266298178,1.4202115684934271,1.9111927728282168,1.7622044495068157,1.7117675738094564,0.18814166052638415,0.0391175793472922,-0.13736562978242517,0.18814166052639283,0.03911757934728891,-0.13736562978242958,-0.19973136881060682,-0.6424321737570968,-0.11325534628743542,-0.2242907780457045,-0.6113571307684539,-0.07680601288699597,-0.22429077804570063,-0.6113571307684517,-0.07680601288698707,-0.6417496778118973,-0.8140388552364076,-0.2836617899353016,-0.521446056569999,-1.0354945732138905,0.18067286928760318,-0.5214460565699949,-1.0354945732138825,0.1806728692876125,2.7010882081959973,0.8723464231907284,2.7010882081960004,0.8131151969320544,2.7010882081959915,0.871534056617673
2025-07-01 00:00:00+00:00,0.12250844994355999,-0.22404515461973531,-0.1618742104614476,1.3875794033555835,1.1005473520877254,1.5002665277526355,-0.5314832193816951,-0.8316838538571409,-0.16178868495307364,1.440001301951944,1.1594203225267,1.5652033443529934,1.3875794033555828,1.1005473520877216,1.5002665277526315,2.059696484738231,1.625560070936533,2.8827002951107965,1.3774877710375808,1.1199742154086116,1.1613872790722748,1.3774877710375761,1.119974215408611,1.1613872790722775,1.6081741692348965,1.3627699445508412,1.7949813665972323,0.41697494639183075,0.20820620151133107,0.03583784475485075,0.4169749463918307,0.20820620151132974,0.03583784475485895,0.9878865038767641,0.8500737739120605,0.9878865038767554,0.7747533250505747,0.9878865038767685,0.8443343739972794
2025-10-01 00:00:00+00:00,-3.644825693642561,-4.149647517396615,-3.7956507160288635,-2.3968922864656363,-2.60710779003656,-3.0169392165734163,-1.8838538909173386,-2.2082796982135515,-2.0042480298954675,-2.396892286465633,-2.60710779003656,-3.016939216573423,-2.396892286465631,-2.607107790036558,-3.0169392165734177,-2.3968922864656275,-2.60710779003655,-3.0169392165734163,-2.3968922864656332,-2.6071077900365576,-3.016939216573416,-2.3968922864656355,-2.607107790036558,-3.016939216573419,-0.834053327038149,-1.0653457457179223,-0.9693706583686157,0.0881370335864718,-1.0615811912692248,-0.26120961287707495,-0.8340533270381552,-1.0653457457179236,-0.9693706583686225,-2.313656692446778,-2.8151982036825416,-2.313656692446773,-2.869190092482691,-2.3136566924467767,-2.777293743461035
2026-01-01 00:00:00+00:00,-3.054550656992884,-3.7236463999196556,-2.7086331186945487,-2.7260161915750456,-3.0359746608934834,-2.5261742917786956,0.0,0.0,0.0,0.0,0.0,0.0,-2.7260161915750514,-3.035974660893476,-2.5261742917787084,-2.6709899587350954,-3.0926555968760074,-2.8524859031788803,-2.774668169265567,-3.157471016539406,-2.89360487307448,-2.6709899587350905,-3.0926555968760017,-2.8524859031788843,-2.350656550098141,-2.5581869738468153,-2.960070001499174,-3.2078254154020156,-3.401010053841343,-2.315025524550856,-3.2078254154020285,-3.4010100538413415,-2.31502552455085,-1.4091720326396908,-1.3955251884722348,-1.4091720326397008,-1.4714457412364128,-1.4091720326396988,-1.3559814215977664
2026-04-01 00:00:00+00:00,0.8946912600991411,0.6358116423024319,0.5304453111852123,-0.9391015810185007,-1.1962423152905342,-1.074133094305457,-3.5442478464833376,-3.7212399184746263,-3.3478794393760407,-2.4776113413205536,-2.710084508619826,-3.6617419785289793,-2.4776113413205514,-2.7100845086198193,-3.6617419785289855,0.5226757316017588,0.43448284560024675,-0.10990274561151178,0.8244899745549432,0.26936261720893345,1.058288009199546,0.5226757316017583,0.4344828456002465,-0.10990274561150934,1.298939621876012,0.9885864449758633,0.8369444262408694,0.5129745700136008,0.2121235103648349,0.11075660783610225,0.5129745700136039,0.21212351036483582,0.11075660783609692,-1.4835724434419133,-0.9487038176478854,-1.4835724434419164,-1.0618742676754251,-1.483572443441909,-1.0469755977414505
