time,"H1[L=50,portfolio=btc]|base","H1[L=50,portfolio=btc]|stress","H1[L=50,portfolio=btc]|delay","H1[L=50,portfolio=top5]|base","H1[L=50,portfolio=top5]|stress","H1[L=50,portfolio=top5]|delay","H1[L=100,portfolio=btc]|base","H1[L=100,portfolio=btc]|stress","H1[L=100,portfolio=btc]|delay","H1[L=100,portfolio=top5]|base","H1[L=100,portfolio=top5]|stress","H1[L=100,portfolio=top5]|delay",H1[walk-forward]|base,H1[walk-forward]|stress,H1[walk-forward]|delay,H2[L=20]|base,H2[L=20]|stress,H2[L=20]|delay,H2[L=50]|base,H2[L=50]|stress,H2[L=50]|delay,H2[walk-forward]|base,H2[walk-forward]|stress,H2[walk-forward]|delay,H3[cadence=weekly]|base,H3[cadence=weekly]|stress,H3[cadence=weekly]|delay,H3[cadence=biweekly]|base,H3[cadence=biweekly]|stress,H3[cadence=biweekly]|delay,H3[walk-forward]|base,H3[walk-forward]|stress,H3[walk-forward]|delay,BTC_buy_hold|base,EW_monthly|base,BTC_buy_hold|stress,EW_monthly|stress,BTC_buy_hold|delay,EW_monthly|delay
2021-07-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004572834923507463,0.004586569271930019,0.003931144013754384,0.004572834923507463,0.004586569271930019,0.003931144013754384,0.004572834923507463,0.004586569271930019,0.003931144013754384,0.021547261652859806,0.021709803529787797,0.020910170192658617,0.021547261652859806,0.021709803529787797,0.020910170192658617,0.021547261652859806,0.021709803529787797,0.020910170192658617,0.022195203093507976,0.01748597037219146,0.022195203093507976,0.01748597037219146,0.022195203093507976,0.017450756930723177
2021-07-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05551634395674643,-0.06257623241155286,-0.007364815836599092,-0.05551634395674643,-0.06257623241155286,-0.007364815836599092,-0.05551634395674643,-0.06257623241155286,-0.007364815836599092,-0.0504461470553671,-0.05631086404299823,-0.03976585011632672,-0.03976524637738865,-0.04005884181468733,-0.03976585011632672,-0.0504461470553671,-0.05631086404299823,-0.03976585011632672,-0.03409679668807497,-0.03788911358320746,-0.03409679668807519,-0.03788911358320779,-0.03409679668807497,-0.03769759342482226
2021-07-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06010757297506997,-0.0605928180311861,-0.06528059182979118,-0.06010757297506997,-0.0605928180311861,-0.06528059182979118,-0.06010757297506997,-0.0605928180311861,-0.06528059182979118,-0.06711822956578994,-0.06781710991169132,-0.07018349838784255,-0.050026445693224564,-0.05041121521153402,-0.04898121802049804,-0.06711822956578994,-0.06781710991169132,-0.07018349838784255,-0.01078719051346122,-0.036744732297110505,-0.01078719051346122,-0.03674473229711006,-0.01078719051346122,-0.03641800372366266
2021-07-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006898971017272881,-0.014627338969181891,-0.000656805460251042,0.0006898971017272881,-0.014627338969181891,-0.000656805460251042,0.0006898971017272881,-0.014627338969181891,-0.000656805460251042,-0.007199340326675019,-0.014717371024352555,0.0029130557123278056,0.021109729014636036,0.021280710109319534,0.020278106674423757,-0.007199340326675019,-0.014717371024352555,0.0029130557123278056,0.0025126672031097197,0.0027286684962608554,0.0025126672031097197,0.0027286684962610774,0.0025126672031097197,0.002578960103283068
2021-07-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052430819855631805,0.0,-0.0516323943437037,-0.052430819855631805,0.0,-0.0516323943437037,-0.052430819855631805,0.0,-0.0516323943437037,0.0,0.0,-0.039443663526696815,-0.023699077355875287,-0.023887031430193106,-0.023478148324651893,0.0,0.0,-0.039443663526696815,-0.028879166782208365,-0.032454676512972847,-0.028879166782208365,-0.03245467651297318,-0.028879166782208476,-0.03232639130946291
2021-07-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006483417819900361,0.0,-0.05341302648640489,-0.006483417819900361,0.0,-0.05341302648640489,-0.006483417819900361,0.0,-0.05341302648640489,0.0,0.0,-0.0488154819446861,-0.0468260035393222,-0.047206462061554766,-0.04565465002965097,0.0,0.0,-0.0488154819446861,-0.015081264740177347,-0.060647177445881995,-0.015081264740177347,-0.06064717744588177,-0.015081264740177458,-0.060858022387522914
2021-07-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007343402243795483,0.0,0.0,-0.007343402243795483,0.0,0.0,-0.007343402243795483,0.0,0.0,-0.007322646660671839,-0.007414851513350307,-0.014664690407408587,0.0010103588640018035,0.0,0.0,-0.007322646660671839,0.004646671377587452,0.0006232583637226785,0.00464667137758723,0.0006232583637224565,0.004646671377587452,0.0007693929018417478
2021-07-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007769202230870298,0.0,0.0,0.0,0.008065603028612589,0.0006987231095247903,0.008065603028612811,0.0006987231095245683,0.008065603028612589,0.0006920374816148378
2021-07-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02976634448263127,-0.0615280772881337,-0.02976634448263127,-0.06152807728813403,-0.02976634448263127,-0.061271661140821054
2021-07-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0339105435018382,-0.05208557206659914,-0.0339105435018382,-0.052085572066598806,-0.0339105435018382,-0.05225135571576511
2021-07-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0785010551695251,0.1056431639307367,0.0785010551695251,0.10564316393073692,0.0785010551695251,0.10557524494077009
2021-07-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004747132349302907,0.034918271717648164,0.004747132349302907,0.03491827171764772,0.004747132349302907,0.03490789221938839
2021-07-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04210638465250294,0.03114928638719694,0.04210638465250294,0.03114928638719716,0.04210638465250294,0.031416024845509094
2021-07-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018894554861227597,0.016667991107346847,0.018894554861227597,0.016667991107346847,0.01889455486122782,0.017118593972245133
2021-07-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03340575987931027,0.011909122569760733,0.03340575987931049,0.011909122569761177,0.03340575987931027,0.012040191233089859
2021-07-26 00:00:00+00:00,0.007880629723455046,0.00644062972345516,0.0,0.014966225222753815,0.007766225222753942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05178097936506032,0.012398454745909282,0.05178097936506032,0.012398454745909504,0.05178097936506054,0.012387868947953073
2021-07-27 00:00:00+00:00,0.011128989448344617,0.011144912637782944,0.009224524044917803,0.027073296221650445,0.027266721768088864,0.01933828722423847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05924707154084374,0.025927150088056017,0.05924707154084374,0.025927150088055795,0.05924707154084374,0.026016437982254725
2021-07-28 00:00:00+00:00,0.0028149027903927593,0.0028188859190236837,0.0027025015280024434,-0.0017376058943642247,-0.001749690730307507,-0.0017064792281594743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014304867840472024,-0.001963012378719098,0.014304867840472024,-0.001963012378718987,0.014304867840472246,-0.001833627972849361
2021-07-29 00:00:00+00:00,2.157625638199434e-05,2.1606701279708318e-05,2.071702173056522e-05,0.010084330952795373,0.010154589168257955,0.010171848733109723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010840487472263405,0.031189162476441767,0.00010840487472263405,0.03118916247644199,0.00010840487472263405,0.030967813026016033
2021-07-30 00:00:00+00:00,0.010929629483196868,0.010945051262428507,0.010494386146342238,0.03169154304445265,0.03191012060193743,0.0313406147530737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05490861011043102,0.03458856359024254,0.05490861011043102,0.034588563590242316,0.05490861011043102,0.034752553706259404
2021-07-31 00:00:00+00:00,-0.0036535058753244254,-0.003658605183997854,-0.003509525733615959,0.004886315312275791,0.004918974230841755,0.004801375568663335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01758939531866488,0.01780785207326896,-0.01758939531866488,0.01780785207326896,-0.01758939531866488,0.017637890420832525
2021-08-01 00:00:00+00:00,-0.0080431596217313,-0.008054426925547142,-0.007725072326880689,-0.017017907787414965,-0.01713109449602912,-0.016805311315241767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039272192005737505,-0.020218110885672047,-0.039272192005737505,-0.024678319032526264,-0.039272192005737505,-0.019065132170544064
2021-08-02 00:00:00+00:00,-0.0035616949741487103,-0.0035667249071144047,-0.003419742050845498,0.007646373456661415,0.004892391448533484,-0.0037105494975756548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017955917172305824,0.008531309935140952,-0.017955917172305824,0.008590120718978023,-0.017955917172305824,0.004693539761572385
2021-08-03 00:00:00+00:00,-0.004784493673801515,-0.004791274665870482,-0.004593151227465397,-0.004283301436491582,-0.00434821780867467,-0.007051404608017231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02447407495199805,-0.020947581834464213,-0.02447407495199805,-0.020964604606259263,-0.02447407495199816,-0.020649968004309627
2021-08-04 00:00:00+00:00,0.007681605989594997,0.0076925454299321405,0.00737298408988285,0.03264234187963155,0.03294023924055067,0.0325619304431477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040086731477001036,0.046244736598939795,0.04008673147700126,0.046252995144228315,0.040086731477001036,0.045955176895094985
